编号,名称,属性,标准图片,闪光图片,问题标记
#0521,高傲雉鸡,属性：一般/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/521.png,待检查
#0522,斑斑马,属性：电,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/522.png,待检查
#0523,雷电斑马,属性：电,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/523.png,待检查
#0524,石丸子,属性：岩石,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/524.png,待检查
#0525,地幔岩,属性：岩石,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/525.png,待检查
#0526,庞岩怪,属性：岩石,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/526.png,待检查
#0527,滚滚蝙蝠,属性：超能力/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/527.png,待检查
#0528,心蝙蝠,属性：超能力/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/528.png,待检查
#0529,螺钉地鼠,属性：地面,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/529.png,待检查
#0530,龙头地鼠,属性：地面/钢,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/530.png,待检查
#0531,差不多娃娃,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/531.png,待检查
#0532,搬运小匠,属性：格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/532.png,待检查
#0533,铁骨土人,属性：格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/533.png,待检查
#0534,修建老匠,属性：格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/534.png,待检查
#0535,圆蝌蚪,属性：水,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/535.png,待检查
#0536,蓝蟾蜍,属性：水/地面,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/536.png,待检查
#0537,蟾蜍王,属性：水/地面,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/537.png,待检查
#0538,投摔鬼,属性：格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/538.png,待检查
#0539,打击鬼,属性：格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/539.png,待检查
#0540,虫宝包,属性：虫/草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/540.png,待检查
#0541,宝包茧,属性：虫/草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/541.png,待检查
#0542,保姆虫,属性：虫/草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/542.png,待检查
#0543,百足蜈蚣,属性：虫/毒,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/543.png,待检查
#0544,车轮球,属性：虫/毒,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/544.png,待检查
#0545,蜈蚣王,属性：虫/毒,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/545.png,待检查
#0546,木棉球,属性：草/妖精,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/546.png,待检查
#0547,风妖精,属性：草/妖精,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/547.png,待检查
#0548,百合根娃娃,属性：草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/548.png,待检查
#0549,裙儿小姐,属性：草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/549.png,待检查
#0550,野蛮鲈鱼,属性：水,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/550.png,待检查
#0551,黑眼鳄,属性：地面/恶,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/551.png,待检查
#0552,混混鳄,属性：地面/恶,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/552.png,待检查
#0553,流氓鳄,属性：地面/恶,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/553.png,待检查
#0554,火红不倒翁,属性：火,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/554.png,待检查
#0555,达摩狒狒,属性：火,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/555.png,待检查
#0556,沙铃仙人掌,属性：草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/556.png,待检查
#0557,石居蟹,属性：虫/岩石,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/557.png,待检查
#0558,岩殿居蟹,属性：虫/岩石,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/558.png,待检查
#0559,滑滑小子,属性：恶/格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/559.png,待检查
#0560,头巾混混,属性：恶/格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/560.png,待检查
#0561,象征鸟,属性：超能力/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/561.png,待检查
#0562,哭哭面具,属性：幽灵,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/562.png,待检查
#0563,迭失棺,属性：幽灵,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/563.png,待检查
#0564,原盖海龟,属性：水/岩石,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/564.png,待检查
#0565,肋骨海龟,属性：水/岩石,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/565.png,待检查
#0566,始祖小鸟,属性：岩石/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/566.png,待检查
#0567,始祖大鸟,属性：岩石/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/567.png,待检查
#0568,破破袋,属性：毒,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/568.png,待检查
#0569,灰尘山,属性：毒,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/569.png,待检查
#0570,索罗亚,属性：恶,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/570.png,待检查
#0571,索罗亚克,属性：恶,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/571.png,待检查
#0572,泡沫栗鼠,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/572.png,待检查
#0573,奇诺栗鼠,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/573.png,待检查
#0574,哥德宝宝,属性：超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/574.png,待检查
#0575,哥德小童,属性：超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/575.png,待检查
#0576,哥德小姐,属性：超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/576.png,待检查
#0577,单卵细胞球,属性：超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/577.png,待检查
#0578,双卵细胞球,属性：超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/578.png,待检查
#0579,人造细胞卵,属性：超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/579.png,待检查
#0580,鸭宝宝,属性：水/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/580.png,待检查
#0581,舞天鹅,属性：水/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/581.png,待检查
#0582,迷你冰,属性：冰,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/582.png,待检查
#0583,多多冰,属性：冰,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/583.png,待检查
#0584,双倍多多冰,属性：冰,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/584.png,待检查
#0585,四季鹿,属性：一般/草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/585.png,待检查
#0586,萌芽鹿,属性：一般/草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/586.png,待检查
#0587,电飞鼠,属性：电/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/587.png,待检查
#0588,盖盖虫,属性：虫,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/588.png,待检查
#0589,骑士蜗牛,属性：虫/钢,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/589.png,待检查
#0590,哎呀球菇,属性：草/毒,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/590.png,待检查
#0591,败露球菇,属性：草/毒,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/591.png,待检查
#0592,轻飘飘,属性：水/幽灵,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/592.png,待检查
#0593,胖嘟嘟,属性：水/幽灵,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/593.png,待检查
#0594,保姆曼波,属性：水,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/594.png,待检查
#0595,电电虫,属性：虫/电,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/595.png,待检查
#0596,电蜘蛛,属性：虫/电,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/596.png,待检查
#0597,种子铁球,属性：草/钢,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/597.png,待检查
#0598,坚果哑铃,属性：草/钢,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/598.png,待检查
#0599,齿轮儿,属性：钢,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/599.png,待检查
#0600,齿轮组,属性：钢,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/600.png,待检查
#0601,齿轮怪,属性：钢,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/601.png,待检查
#0602,麻麻小鱼,属性：电,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/602.png,待检查
#0603,麻麻鳗,属性：电,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/603.png,待检查
#0604,麻麻鳗鱼王,属性：电,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/604.png,待检查
#0605,小灰怪,属性：超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/605.png,待检查
#0606,大宇怪,属性：超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/606.png,待检查
#0607,烛光灵,属性：幽灵/火,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/607.png,待检查
#0608,灯火幽灵,属性：幽灵/火,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/608.png,待检查
#0609,水晶灯火灵,属性：幽灵/火,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/609.png,待检查
#0610,牙牙,属性：龙,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/610.png,待检查
#0611,斧牙龙,属性：龙,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/611.png,待检查
#0612,双斧战龙,属性：龙,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/612.png,待检查
#0613,喷嚏熊,属性：冰,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/613.png,待检查
#0614,冻原熊,属性：冰,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/614.png,待检查
#0615,几何雪花,属性：冰,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/615.png,待检查
#0616,小嘴蜗,属性：虫,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/616.png,待检查
#0617,敏捷虫,属性：虫,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/617.png,待检查
#0618,泥巴鱼,属性：地面/电,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/618.png,待检查
#0619,功夫鼬,属性：格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/619.png,待检查
#0620,师父鼬,属性：格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/620.png,待检查
#0621,赤面龙,属性：龙,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/621.png,待检查
#0622,泥偶小人,属性：地面/幽灵,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/622.png,待检查
#0623,泥偶巨人,属性：地面/幽灵,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/623.png,待检查
#0624,驹刀小兵,属性：恶/钢,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/624.png,待检查
#0625,劈斩司令,属性：恶/钢,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/625.png,待检查
#0626,爆炸头水牛,属性：一般,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/626.png,待检查
#0627,毛头小鹰,属性：一般/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/627.png,待检查
#0628,勇士雄鹰,属性：一般/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/628.png,待检查
#0629,秃鹰丫头,属性：恶/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/629.png,待检查
#0630,秃鹰娜,属性：恶/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/630.png,待检查
#0631,熔蚁兽,属性：火,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/631.png,待检查
#0632,铁蚁,属性：虫/钢,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/632.png,待检查
#0633,单首龙,属性：恶/龙,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/633.png,待检查
#0634,双首暴龙,属性：恶/龙,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/634.png,待检查
#0635,三首恶龙,属性：恶/龙,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/635.png,待检查
#0636,燃烧虫,属性：虫/火,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/636.png,待检查
#0637,火神蛾,属性：虫/火,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/637.png,待检查
#0638,勾帕路翁,属性：钢/格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/638.png,待检查
#0639,代拉基翁,属性：岩石/格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/639.png,待检查
#0640,毕力吉翁,属性：草/格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/640.png,待检查
#0641,龙卷云,属性：飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/641.png,待检查
#0642,雷电云,属性：电/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/642.png,待检查
#0643,莱希拉姆,属性：龙/火,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/643.png,待检查
#0644,捷克罗姆,属性：龙/电,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/644.png,待检查
#0645,土地云,属性：地面/飞行,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/645.png,待检查
#0646,酋雷姆,属性：龙/冰,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/646.png,待检查
#0647,凯路迪欧,属性：水/格斗,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/647.png,待检查
#0648,美洛耶塔,属性：一般/超能力,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/648.png,待检查
#0649,盖诺赛克特,属性：虫/钢,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/649.png,待检查
#0650,哈力栗,属性：草,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/650.png,待检查
